4.65456406,0
6.31804271,0.066676129
6.74,0.066676129
7.395,0.139128392
8.12,0.139128392
8.915,0.139128392
9.785,0.215243203
10.735,0.300419719
11.78,0.392880673
12.93,0.49280444
14.19,0.599713706
15.575,0.833693666
17.095,0.959143595
18.76,1.366600497
20.585,1.659234059
22.59,2.287652968
24.795,2.966521621
27.215,3.692424322
29.87,4.867996075
32.78,6.373953858
35.975,8.263624399
39.485,10.84507228
43.335,14.15675452
47.56,18.13484279
52.195,23.18112997
57.285,28.45118645
62.87,34.65907716
69,41.0005788
75.73,47.6566179
83.11,54.60555981
91.21,61.54650745
100.105,68.32317699
109.87,74.68362492
120.585,80.36303828
132.34,85.31695648
145.24,89.34471061
159.4,92.4522311
174.94,94.77266916
191.995,96.40505387
210.715,97.50867811
231.26,98.23142416
253.81,98.68757071
278.56,98.97599724
305.72,99.17172989
335.525,99.30086943
368.235,99.38177195
404.135,99.4100453
443.54,99.45440466
486.785,99.4956652
534.245,99.50544526
586.335,99.51731683
643.505,99.54533845
706.245,99.55339669
775.1,99.56683752
850.675,99.62844371
933.615,99.62844371
1024.64,99.62927435
1124.54,99.66743651
1234.18,99.67621649
1354.51,99.69149292
1486.575,99.70487096
1631.515,99.70981574
1790.585,99.91988478
1965.165,99.91988478
2156.765,99.91988478
2367.05,100
