5.28E-17,1.94E+21
1.32E-16,0
1.60E-16,8.89E+20
2.12E-16,0
2.80E-16,0
3.71E-16,1.58E+20
4.91E-16,9.71E+19
6.48E-16,5.87E+19
8.56E-16,3.67E+19
1.13E-15,2.18E+19
1.50E-15,2.71E+19
1.98E-15,8.15E+18
2.62E-15,1.51E+19
3.46E-15,6.07E+18
4.57E-15,7.43E+18
6.04E-15,4.40E+18
7.98E-15,2.64E+18
1.06E-14,2.43E+18
1.40E-14,1.73E+18
1.84E-14,1.29E+18
2.44E-14,1.01E+18
3.22E-14,7.84E+17
4.26E-14,6.08E+17
5.63E-14,5.46E+17
7.45E-14,3.99E+17
9.84E-14,3.44E+17
1.30E-13,2.61E+17
1.72E-13,2.11E+17
2.27E-13,1.73E+17
3.01E-13,1.43E+17
3.97E-13,1.19E+17
5.25E-13,9.98E+16
6.94E-13,7.93E+16
9.18E-13,6.03E+16
1.21E-12,4.26E+16
1.60E-12,2.87E+16
2.12E-12,1.86E+16
2.80E-12,1.19E+16
3.71E-12,7.48E+15
4.90E-12,4.57E+15
6.48E-12,2.90E+15
8.56E-12,1.77E+15
1.13E-11,1.11E+15
1.50E-11,6.42E+14
1.98E-11,3.91E+14
2.61E-11,2.26E+14
3.46E-11,1.22E+14
4.57E-11,7.34E+13
6.04E-11,3.92E+13
7.98E-11,2.60E+13
1.06E-10,1.53E+13
1.40E-10,7.75E+12
1.84E-10,4.92E+12
2.44E-10,3.63E+12
3.22E-10,2.51E+12
4.26E-10,1.47E+12
5.63E-10,9.31E+11
7.45E-10,6.80E+11
9.84E-10,4.55E+11
1.30E-09,2.56E+11
1.72E-09,1.65E+11
2.27E-09,97148491485
3.01E-09,23140673540
3.97E-09,14565326424
5.25E-09,0
